Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days)
6954832,82248.3,563.69,1.1907,1.5998,36.0,17.0,7.0,12.0,0.583
5289570,62754.65,149.52,1.1892,2.7794,28.0,0.0,11.0,17.0,1.929
5330623,144478.31,472.73,2.7192,2.1951,10.0,0.0,6.0,4.0,0.1
3582568,89420.57,485.24,2.5095,0.6089,36.0,4.0,20.0,12.0,2.222
3728372,77013.23,1209.85,2.098,0.0457,11.0,3.0,4.0,4.0,2.091
5364463,41239.53,543.75,0.7789,0.8304,12.0,8.0,4.0,0.0,4.167
3027606,47136.71,283.78,1.5663,0.0901,8.0,1.0,5.0,2.0,1.25
3730466,142309.81,1115.86,3.8447,2.0421,12.0,0.0,5.0,7.0,1.833
3063375,68798.67,921.74,2.2759,0.0,0.0,0.0,0.0,0.0,0.0
3377866,58272.2,201.54,1.7311,3.3676,12.0,1.0,3.0,8.0,0.75
2145955,135460.94,538.59,6.3375,2.9598,5.0,0.0,2.0,3.0,1.6
2804705,16308.54,170.91,0.5876,0.3237,19.0,1.0,10.0,8.0,3.316
2786489,46103.88,170.2,1.6607,1.1848,18.0,12.0,1.0,5.0,2.111
2917127,11038.05,73.38,0.3809,0.246,32.0,11.0,21.0,0.0,0.688
4027459,13570.5,86.92,0.3391,1.5421,45.0,0.0,9.0,36.0,12.556
2799888,57080.45,330.97,2.0505,1.5793,3.0,1.0,0.0,2.0,0.333
3194069,117542.11,579.36,3.6982,2.7684,20.0,0.0,11.0,9.0,0.15
3493916,56413.94,293.72,1.623,1.077,26.0,3.0,4.0,19.0,0.308
3745890,74200.85,1085.78,2.0098,1.9611,16.0,0.0,11.0,5.0,5.625
2780500,54492.52,139.89,1.9648,0.9655,6.0,0.0,4.0,2.0,0.0
5387714,16204.23,313.0,0.3066,0.7658,166.0,6.0,142.0,18.0,0.247
2761782,159380.91,1573.78,5.8279,0.5089,3.0,1.0,2.0,0.0,2.667
2244793,181817.6,1228.69,8.1543,4.2126,2.0,1.0,0.0,1.0,1.0
2054666,9791.59,197.81,0.4862,1.1184,21.0,0.0,12.0,9.0,1.143
2621591,167139.05,293.31,6.3867,7.3605,16.0,0.0,1.0,15.0,0.313
2439899,78882.65,328.9,3.2465,1.7577,25.0,4.0,12.0,9.0,0.64
13826996,220440.43,430.06,1.5974,0.772,46.0,2.0,18.0,26.0,0.196
2535794,298639.78,697.25,11.8045,7.3366,4.0,0.0,1.0,3.0,0.0
1794389,37617.32,47.94,2.0991,1.0989,8.0,2.0,5.0,1.0,2.25
1882154,280182.43,1772.61,14.9804,10.7121,2.0,1.0,0.0,1.0,0.0
2467232,50840.45,1202.86,2.1094,0.7788,13.0,0.0,13.0,0.0,0.0
1951486,21305.46,132.91,1.0986,0.7444,8.0,1.0,2.0,5.0,0.0
1909407,185977.67,19446.0,10.7585,0.0,0.0,0.0,0.0,0.0,0.0
1877998,1702.09,7.86,0.0911,0.0294,523.0,7.0,87.0,429.0,0.809
1882751,23509.9,201.81,1.2594,0.4847,9.0,0.0,3.0,6.0,4.889
3642574,46675.47,110.85,1.2844,0.06,18.0,1.0,8.0,9.0,0.0
1875587,8651.74,113.71,0.4673,0.234,64.0,1.0,62.0,1.0,6.202
1507878,18114.11,59.76,1.2053,1.5169,23.0,0.0,15.0,2.0,0.0
1000012,13534.56,71.34,1.3606,0.1903,13.0,0.0,10.0,3.0,2.231
982229,27707.46,261.5,2.8475,2.4468,9.0,2.0,0.0,7.0,0.111
1028411,13258.48,909.42,1.3777,0.3105,10.0,0.0,6.0,4.0,2.0
1198961,11354.35,60.05,0.952,0.5431,61.0,18.0,39.0,4.0,0.525
1077761,12726.22,92.63,1.1894,1.2948,17.0,3.0,4.0,10.0,4.529
910962,5838.83,444.86,0.6898,0.0,0.0,0.0,0.0,0.0,0.0
1054229,15852.63,193.56,1.5221,0.9275,28.0,0.0,12.0,16.0,1.036
986853,3297.38,190.97,0.3535,0.1425,28.0,5.0,6.0,17.0,0.321
2781412,115293.75,1348.9,4.1936,12.1218,16.0,0.0,6.0,10.0,1.444
889213,23692.74,117.83,2.6777,1.5024,25.0,2.0,19.0,4.0,0.04
6199626,16913.83,286.68,0.2774,4.3511,57.0,1.0,40.0,16.0,0.035
5120068,35084.37,569.8,0.6964,0.3626,68.0,20.0,26.0,22.0,1.147
7965,286.13,6.35,3.6721,5.4572,3.0,0.0,0.0,3.0,0.0
8984,53.44,3.08,0.6291,0.141,3.0,2.0,1.0,0.0,15.333
3467,220.89,15.93,6.8307,3.1247,3.0,1.0,2.0,0.0,1.667
2063,183.66,1.99,8.9993,1.5511,1.0,0.0,1.0,0.0,3.0
11323,348.36,10.1,3.1658,1.359,8.0,6.0,1.0,1.0,17.25
9660,2962.43,12.76,30.7991,6.9979,1.0,0.0,0.0,1.0,0.0
2199,347.3,4.34,15.9909,12.7331,1.0,0.0,0.0,1.0,0.0
2131,91.77,5.86,4.5811,4.045,5.0,0.0,2.0,3.0,1.4
2007,110.96,2.93,5.6747,0.0,0.0,0.0,0.0,0.0,0.0
2199,11.47,1.09,0.5714,0.0,0.0,0.0,0.0,2.0,0.0
3211,194.28,3.91,6.1722,0.0,0.0,0.0,0.0,0.0,0.0
2971,62.05,0.64,2.11,1.1975,19.0,19.0,0.0,0.0,20.053
2777,168.21,2.0,6.1292,0.0,0.0,0.0,0.0,0.0,0.0
4582,48.89,2.48,1.1212,1.2222,1.0,0.0,1.0,0.0,4.0
2984,227.39,10.8,7.9821,0.0,0.0,0.0,0.0,0.0,0.0
6308,194.95,0.34,3.096,4.8126,19.0,10.0,0.0,9.0,0.316
8674,441.78,7.5,5.1796,1.1413,2.0,0.0,2.0,0.0,0.0
7940,55.54,0.42,0.7048,0.1063,50.0,13.0,3.0,34.0,3.82
2948,82.43,10.03,3.1363,4.8847,1.0,0.0,1.0,0.0,20.0
4137,175.9,20.29,4.7424,3.0296,3.0,1.0,1.0,1.0,0.667
4023,52.45,4.89,1.4253,1.305,4.0,0.0,3.0,1.0,3.25
3855,200.11,11.58,5.4912,0.0,0.0,0.0,0.0,0.0,0.0
4118,110.88,3.66,2.7813,2.2827,3.0,2.0,0.0,1.0,3.333
2805,76.63,0.68,2.7562,0.8318,3.0,0.0,0.0,3.0,1.667
9125,149.64,2.88,1.6714,4.2199,16.0,0.0,4.0,12.0,0.188
3796,26.27,3.21,0.7766,1.1855,1.0,0.0,0.0,1.0,0.0
7557,922.83,9.69,12.3399,4.0625,1.0,0.0,1.0,0.0,2.0
3874,13.67,2.73,0.4235,0.0,0.0,0.0,0.0,0.0,0.0
4560,75.98,3.51,1.7433,2.701,6.0,0.0,1.0,5.0,13.667
2107,143.48,4.19,7.0086,11.4143,2.0,1.0,0.0,1.0,0.0
2953,178.88,5.18,6.233,5.4408,6.0,0.0,2.0,4.0,4.333
4619,7.98,0.86,0.1914,0.184,20.0,15.0,1.0,4.0,5.8
6219,12.26,0.06,0.198,0.0607,40.0,11.0,0.0,29.0,2.575
1891,487.37,26.77,27.1885,44.6589,2.0,0.0,2.0,0.0,2.5
5529,18.09,0.43,0.3351,0.2904,17.0,0.0,0.0,17.0,24.471
5681,185.97,13.25,3.5067,3.9918,49.0,37.0,0.0,12.0,26.204
5010,123.6,0.98,2.4867,0.0,0.0,0.0,0.0,0.0,0.0
7674,133.8,5.46,1.8147,2.5736,2.0,1.0,0.0,1.0,0.0
3727,82.07,2.02,2.2562,2.4929,11.0,0.0,7.0,4.0,3.364
14615,1105.15,13.36,7.6531,4.1635,8.0,0.0,8.0,0.0,3.625
2054,164.37,11.45,8.5597,10.6621,1.0,0.0,0.0,1.0,0.0
4055,62.9,2.36,1.6094,2.7713,8.0,0.0,6.0,2.0,15.0
5628,268.93,60.87,5.86,3.376,4.0,0.0,3.0,1.0,25.0
6379,32.47,1.92,0.5392,0.2148,91.0,0.0,5.0,86.0,0.418
8749,219.33,19.67,2.7317,1.8377,9.0,3.0,5.0,1.0,0.778
2330,69.02,14.81,3.5976,3.6824,5.0,1.0,3.0,1.0,3.2
6478,119.31,11.9,2.0256,1.2765,13.0,1.0,12.0,0.0,0.538
5593,102.81,2.01,1.8741,0.0,0.0,0.0,0.0,0.0,0.0
6269,32.31,1.5,0.5394,0.0258,10.0,9.0,1.0,0.0,29.0
8617,58.99,2.53,0.7139,0.4944,10.0,0.0,10.0,0.0,10.0
10600,50.46,0.92,0.4848,0.4717,12.0,3.0,8.0,1.0,1.167
4787,7.72,0.59,0.1736,0.0653,8.0,0.0,8.0,0.0,14.875
2991,162.21,8.31,5.7009,4.6425,7.0,0.0,0.0,7.0,14.571
10061,530.56,10.07,5.3735,7.534,4.0,0.0,0.0,4.0,0.0
6744,119.92,14.29,1.99,0.0,0.0,0.0,0.0,0.0,0.0
8338,223.39,18.14,2.8967,0.0,0.0,0.0,0.0,0.0,0.0
7085,207.93,14.38,3.1377,1.1252,18.0,7.0,1.0,10.0,1.889
8666,48.3,10.8,0.682,0.1106,17.0,4.0,13.0,0.0,20.706
2371,30.23,0.64,1.3019,0.2741,4.0,3.0,1.0,0.0,30.0
9638,105.41,2.62,1.1209,1.4422,1.0,1.0,0.0,0.0,0.0
5522,327.98,15.15,6.2138,7.6331,2.0,0.0,2.0,0.0,2.5
6649,117.37,8.72,1.8964,1.721,7.0,0.0,2.0,5.0,1.714
4851,115.65,6.56,2.5193,7.215,1.0,0.0,1.0,0.0,6.0
11247,199.49,7.59,1.8412,2.3816,7.0,4.0,0.0,3.0,3.429
4219,93.9,3.06,2.2983,3.1524,7.0,0.0,1.0,6.0,3.429
9972,133.55,11.9,1.4585,1.1833,7.0,1.0,6.0,0.0,4.857
3948,268.74,5.61,6.9491,5.5218,1.0,0.0,0.0,1.0,0.0
4960,19.72,0.7,0.4117,0.1815,1.0,0.0,0.0,1.0,0.0
5653,117.59,9.69,2.2515,5.3777,1.0,1.0,0.0,0.0,0.0
5774,71.21,5.02,1.3201,0.7144,4.0,0.0,0.0,4.0,9.5
8555,113.73,12.64,1.4771,0.08,19.0,17.0,1.0,1.0,1.211
4939,52.13,1.38,1.0833,0.5714,9.0,0.0,5.0,4.0,6.444
2192,34.52,0.25,1.5866,0.7755,1.0,1.0,0.0,0.0,0.0
7676,135.2,5.52,1.8332,2.5664,2.0,1.0,0.0,1.0,0.0
7832,30.0,11.09,0.5246,0.2681,1.0,0.0,0.0,1.0,10.0
25393,2914.94,16.42,11.5439,3.5167,1.0,1.0,0.0,0.0,0.0
9415,407.29,24.63,4.5877,0.4036,1.0,0.0,1.0,0.0,1.0
22915,27.51,3.24,0.1342,0.0289,8.0,5.0,3.0,0.0,23.0
4257,15.79,0.01,0.3712,0.0861,3.0,3.0,0.0,0.0,29.0
8014,23.15,1.16,0.3034,0.0,0.0,0.0,0.0,0.0,0.0
8533,457.05,31.89,5.7299,0.0,0.0,0.0,0.0,0.0,0.0
1803,64.15,7.78,3.9893,0.4881,30.0,0.0,28.0,2.0,11.067
9403,366.08,3.39,3.9293,0.0,0.0,0.0,0.0,0.0,0.0
17395,40.2,1.9,0.242,0.2594,70.0,21.0,28.0,21.0,5.5
15324,42.37,3.78,0.3012,0.2494,23.0,10.0,12.0,1.0,8.0
20792,144.57,10.33,0.745,0.0617,6.0,0.0,0.0,6.0,13.333
14652,373.63,8.85,2.6104,0.4709,1.0,0.0,0.0,1.0,0.0
8201,95.0,12.45,1.3102,0.1097,1.0,0.0,0.0,1.0,0.0
1908,23.12,0.25,1.2247,0.0,0.0,0.0,0.0,0.0,0.0
2104,149.48,4.37,7.3123,10.5989,2.0,1.0,0.0,1.0,0.0
2199,164.24,8.17,7.8401,0.5116,4.0,0.0,1.0,3.0,2.0
1928,7.53,0.07,0.3943,0.0,0.0,0.0,0.0,0.0,0.0
1851,5.89,0.11,0.3241,0.0,0.0,0.0,0.0,0.0,0.0
1948,9.3,0.4,0.4979,0.0,0.0,0.0,0.0,0.0,0.0
2021,160.11,8.01,8.3182,0.3958,1.0,0.0,1.0,0.0,3.0
2104,199.0,16.0,10.2186,0.0,0.0,0.0,0.0,0.0,0.0
1664,8.4,0.3,0.5228,0.0,0.0,0.0,0.0,0.0,0.0
29458,2302.87,70.11,8.0555,4.5531,4.0,0.0,4.0,0.0,0.75
32266,3163.64,32.8,9.9065,7.0389,68.0,5.0,0.0,63.0,22.162
82084,7772.29,606.35,10.2074,7.5431,73.0,36.0,22.0,15.0,6.014
74067,1302.33,10.61,1.7727,3.0027,1.0,0.0,0.0,1.0,28.0
88112,2263.41,74.0,2.6528,2.5223,67.0,50.0,5.0,12.0,2.0
40343,5827.9,70.26,14.62,5.6443,50.0,0.0,50.0,0.0,2.42
60606,6891.32,155.89,11.6279,10.0559,50.0,1.0,49.0,0.0,0.0
80279,3381.91,394.36,4.7039,0.0075,1.0,0.0,1.0,0.0,0.0
19444,12.79,2.4,0.0781,0.0,0.0,0.0,0.0,0.0,0.0
61174,11979.53,76.17,19.7072,16.1523,21.0,0.0,19.0,2.0,0.19
105722,352.92,6.83,0.3403,0.2749,19.0,4.0,5.0,10.0,1.053
38721,895.4,5.5,2.3266,0.2686,2.0,0.0,2.0,0.0,29.0
48159,197.11,24.46,0.4601,0.2497,8.0,3.0,5.0,0.0,1.125
117363,2591.67,12.16,2.2186,1.824,6.0,0.0,5.0,1.0,0.333
122264,5854.66,44.28,4.8247,0.5687,6.0,0.0,1.0,5.0,0.5
177127,845.67,25.96,0.4921,0.384,276.0,147.0,102.0,27.0,4.069
141572,1812.26,40.67,1.3088,1.6628,77.0,26.0,36.0,15.0,3.468
223004,1784.66,22.97,0.8106,0.5555,73.0,5.0,68.0,0.0,5.753
26506,822.13,21.7,3.1836,1.3657,2.0,0.0,0.0,2.0,0.0
55281,931.62,17.17,1.7163,0.0,0.0,0.0,0.0,0.0,0.0
60847,210.29,86.68,0.4881,0.132,36.0,12.0,18.0,6.0,2.75
41543,1570.28,32.16,3.8573,0.0,0.0,0.0,0.0,0.0,0.0
72202,711.26,92.72,1.1135,0.1918,2.0,0.0,1.0,1.0,1.5
87186,684.83,24.46,0.8135,1.7735,32.0,0.0,28.0,4.0,0.094
49060,113.57,12.11,0.2562,0.4771,12.0,1.0,6.0,5.0,3.0
56349,39.32,2.19,0.0737,0.0302,1.0,1.0,0.0,0.0,27.0
40337,2238.05,26.41,5.6139,0.0,0.0,0.0,0.0,0.0,0.0
96981,88.95,0.04,0.0918,0.0344,31.0,25.0,5.0,1.0,8.516
13532,53.67,0.09,0.3973,0.0074,1.0,0.0,0.0,1.0,31.0
62051,1798.69,33.01,2.9519,1.3087,145.0,0.0,143.0,2.0,6.455
13037,524.26,20.0,4.1747,0.9013,4.0,0.0,1.0,3.0,0.25
24529,62.94,3.49,0.2708,0.3145,52.0,17.0,29.0,6.0,4.654
33068,795.86,48.03,2.552,1.4342,4.0,0.0,4.0,0.0,9.5
16880,212.06,9.48,1.3124,0.0,0.0,0.0,0.0,0.0,0.0
17739,414.4,56.07,2.6522,0.7244,2.0,1.0,1.0,0.0,8.5
13591,107.11,2.76,0.8084,4.6796,1.0,0.0,0.0,1.0,29.0
27321,192.63,8.75,0.7371,0.3642,20.0,2.0,5.0,13.0,19.95
19519,2433.85,20.85,12.5759,0.4047,1.0,0.0,1.0,0.0,0.0
25438,54.37,20.39,0.2939,0.1817,36.0,27.0,2.0,7.0,6.083
64446,1677.45,157.08,2.8466,0.747,5.0,0.0,5.0,0.0,1.6
37819,291.99,1.43,0.7758,0.0,0.0,0.0,0.0,0.0,0.0
35919,531.35,6.45,1.4973,0.0,0.0,0.0,0.0,0.0,0.0
36057,641.51,4.06,1.7904,0.0765,36.0,0.0,11.0,25.0,1.722
40271,20.88,6.91,0.069,0.0,0.0,0.0,0.0,0.0,0.0
50883,1038.83,66.07,2.1715,0.0211,4.0,0.0,4.0,0.0,0.75
67787,4120.78,101.05,6.2281,1.2757,17.0,6.0,8.0,3.0,3.529
49642,172.67,5.91,0.3598,0.2542,28.0,0.0,27.0,1.0,1.643
42693,92.09,5.09,0.2276,0.082,1.0,1.0,0.0,0.0,6.0
177790,3302.18,29.04,1.8737,7.75,27.0,0.0,21.0,6.0,0.556
64331,73.26,2.08,0.1171,0.5045,55.0,13.0,42.0,0.0,6.582
92537,11936.29,278.9,13.2003,5.7138,5.0,2.0,1.0,2.0,2.8
152051,14249.56,50.24,9.4046,5.376,6.0,1.0,5.0,0.0,0.0
88664,586.03,2.12,0.6634,0.3121,4.0,2.0,0.0,2.0,0.0
53730,1434.38,354.94,3.3302,0.0,0.0,0.0,0.0,0.0,0.0
96427,1653.06,71.84,1.7888,0.4957,1.0,0.0,0.0,1.0,0.0
20333,587.0,2.55,2.8995,0.567,14.0,1.0,12.0,1.0,3.5
21841,342.51,21.95,1.6687,2.5709,4.0,0.0,1.0,3.0,0.5
70412,1170.67,47.48,1.73,2.2511,26.0,0.0,25.0,1.0,1.885
51451,17.92,1.28,0.0373,0.0165,4.0,3.0,1.0,0.0,0.0
152555,6008.99,116.14,4.015,1.9509,9.0,2.0,2.0,5.0,0.0
96446,242.46,49.81,0.303,0.2479,44.0,23.0,21.0,0.0,4.659
82773,71.25,1.04,0.0873,0.122,4.0,2.0,2.0,0.0,4.25
90932,5678.67,34.28,6.2827,0.7305,9.0,0.0,2.0,7.0,0.111
96980,2276.4,5.2,2.3527,0.4382,1.0,1.0,0.0,0.0,0.0
57109,3311.89,139.71,6.0439,0.0,0.0,0.0,0.0,0.0,0.0
132690,343.01,52.56,0.2981,0.2776,35.0,1.0,33.0,1.0,6.8
99734,462.87,245.94,0.7107,0.2654,16.0,3.0,6.0,7.0,0.125
127275,4084.36,51.12,3.2492,0.4529,19.0,0.0,15.0,4.0,0.316
80116,1085.36,1.81,1.357,3.035,39.0,5.0,31.0,3.0,11.59
126576,1548.42,37.88,1.2532,1.6819,74.0,21.0,35.0,18.0,0.865
80578,1043.2,20.96,1.3207,0.6931,24.0,7.0,8.0,9.0,0.667
55462,3392.14,63.09,6.2299,0.2482,3.0,1.0,2.0,0.0,0.0
101130,8749.38,314.74,8.9628,3.6811,9.0,4.0,1.0,4.0,0.222
51447,2620.97,39.94,5.1721,2.6463,11.0,0.0,9.0,2.0,0.182
88491,809.22,8.89,0.9245,0.8897,113.0,0.0,0.0,113.0,13.752
72297,1685.67,15.02,2.3524,0.7639,4.0,0.0,1.0,3.0,0.0
167746,277.75,57.95,0.2001,0.097,60.0,26.0,25.0,9.0,5.917
57048,2870.47,52.3,5.1234,0.4876,6.0,1.0,3.0,2.0,1.333
55376,2555.19,73.86,4.7476,0.8643,5.0,1.0,1.0,3.0,0.0
91222,136.49,2.37,0.1522,0.0,0.0,0.0,0.0,0.0,0.0
70753,845.43,11.3,1.2109,0.2037,3.0,2.0,0.0,1.0,0.0
62078,1337.26,18.09,2.1833,0.7794,21.0,14.0,7.0,0.0,12.714
133840,628.34,14.37,0.4802,0.2948,8.0,1.0,4.0,3.0,0.25
117539,3601.42,40.02,3.0981,0.0,0.0,0.0,0.0,0.0,0.0
20792,14.59,0.54,0.0728,0.0,0.0,0.0,0.0,0.0,0.0
22516,269.44,2.99,1.21,0.0,0.0,0.0,0.0,0.0,0.0
26886,636.56,40.56,2.5185,3.4345,5.0,0.0,2.0,3.0,20.6
22467,9.04,0.01,0.0403,0.0,0.0,0.0,0.0,0.0,0.0
43087,3200.72,32.47,7.5039,8.3035,14.0,0.0,10.0,4.0,0.143
17951,281.46,20.43,1.6817,1.3158,39.0,3.0,26.0,10.0,2.872
13556,374.7,25.7,2.9537,0.0,0.0,0.0,0.0,0.0,0.0
20769,198.51,10.49,1.0063,0.5824,57.0,1.0,55.0,1.0,8.386
53513,173.32,25.78,0.3721,0.4071,7.0,1.0,3.0,3.0,0.0
11601,1321.47,10.34,11.4801,0.0,0.0,0.0,0.0,0.0,0.0
13657,937.05,18.73,6.9984,0.0,0.0,0.0,0.0,0.0,0.0
16524,547.15,29.53,3.4899,0.8485,15.0,0.0,11.0,4.0,0.533
9941,448.89,7.93,4.5953,0.0,0.0,0.0,0.0,0.0,0.0
97912,2040.73,9.68,2.0941,0.8379,5.0,0.0,4.0,1.0,6.4
9867,40.38,2.62,0.4358,0.5741,20.0,2.0,13.0,5.0,10.05
16024,283.58,5.67,1.8051,5.2043,15.0,3.0,6.0,6.0,12.333
71937,2569.31,14.56,3.5919,4.0438,1.0,0.0,0.0,1.0,31.0
86507,4112.52,21.93,4.779,5.229,21.0,1.0,4.0,16.0,0.0
165908,1496.54,1.96,0.9032,1.0862,58.0,0.0,13.0,45.0,16.897
157687,456.82,7.26,0.2943,0.1668,25.0,13.0,4.0,8.0,3.92
369888,2154.35,27.84,0.59,0.3956,112.0,37.0,40.0,35.0,3.402
686190,25117.25,1271.12,3.8456,4.159,274.0,201.0,5.0,68.0,0.215
220647,4401.4,62.63,2.0232,1.9513,4.0,1.0,1.0,2.0,0.75
199534,11105.23,58.54,5.5949,17.0256,22.0,0.0,21.0,1.0,4.409
108617,997.47,71.32,0.984,1.3432,164.0,86.0,1.0,77.0,28.976
107826,1793.44,34.16,1.695,0.6353,19.0,4.0,11.0,4.0,0.0
129120,2523.77,152.56,2.0727,2.0338,130.0,34.0,55.0,41.0,0.015
285867,6212.72,97.54,2.2074,3.3566,36.0,0.0,36.0,0.0,1.611
287094,209.01,8.12,0.0756,0.0316,163.0,36.0,11.0,116.0,0.0
217645,2684.79,80.62,1.2706,1.0799,22.0,4.0,6.0,12.0,2.636
304749,54763.36,679.49,18.193,15.5973,4.0,2.0,1.0,1.0,2.0
957549,24031.21,572.74,2.5695,0.8432,60.0,1.0,59.0,0.0,1.45
133918,1490.99,13.13,1.1232,3.7659,145.0,57.0,68.0,20.0,3.717
129736,14006.75,142.45,3.2192,3.4801,29.0,0.0,29.0,0.0,1.655
439530,43744.83,742.01,10.1215,0.0228,4.0,4.0,0.0,0.0,0.0
275651,3391.03,241.17,1.3177,0.7241,121.0,14.0,48.0,59.0,10.413
575202,595.51,41.29,0.1107,0.651,98.0,7.0,49.0,42.0,3.551
167819,25139.44,147.81,15.0682,12.3304,88.0,2.0,82.0,4.0,0.068
314574,3777.76,104.7,1.2342,0.3001,31.0,1.0,20.0,10.0,1.194
342928,3867.89,88.39,1.1537,0.138,29.0,4.0,20.0,5.0,3.621
698886,28352.84,202.87,4.0859,1.5917,21.0,0.0,16.0,5.0,4.667
414202,7656.65,109.8,1.875,1.6252,46.0,0.0,39.0,7.0,0.13
624853,3178.12,179.55,0.5374,0.0945,83.0,28.0,40.0,15.0,2.735
969826,7861.05,89.75,0.8198,0.6401,44.0,7.0,31.0,6.0,1.659
833309,19954.56,177.33,2.4159,1.0989,40.0,0.0,32.0,8.0,3.725
756656,98306.42,715.88,13.0868,5.7704,13.0,1.0,2.0,10.0,0.154
901349,1047.58,9.72,0.1173,0.0533,45.0,2.0,30.0,13.0,11.689
723884,57349.69,140.38,7.9419,4.0536,3.0,0.0,0.0,3.0,0.0
874819,28341.85,85.49,3.2495,0.4088,2.0,0.0,2.0,0.0,1.5
879364,2929.39,28.19,0.3363,0.175,35.0,3.0,19.0,13.0,0.943
743799,32476.29,317.87,4.409,3.2515,5.0,0.0,5.0,0.0,0.6
620382,17177.13,621.5,2.869,0.2069,22.0,2.0,12.0,8.0,0.591
626171,2683.05,29.97,0.4333,1.3016,83.0,1.0,77.0,5.0,3.807
959504,1289.25,47.31,0.1393,0.0296,157.0,49.0,106.0,2.0,18.582
708537,12930.67,103.45,1.8396,0.3651,23.0,5.0,12.0,6.0,0.174
670392,67382.89,166.65,10.0761,5.6829,2.0,0.0,0.0,2.0,0.0
